Label,Message
spam,"Important! Your account has been flagged for suspicious activity. Call 08712223333.,"
spam,"Urgent! Confirm your identity to avoid suspension. Call 09052223333 now.,"
spam,Your bank account is at risk! Call 08714422111 to secure it immediately.
spam,"Urgent: You have a new voicemail. Call 08714422111 to listen to it."","
spam,"Congratulations! You've won a £1000 cash prize! Call 09050023344 now to claim. Charges apply.,"
spam,"You’ve been selected for a free £500 shopping voucher. Call 09050012233 to claim.,"
spam,"Important: Your account is locked due to suspicious activity. Call 09053322111 to unlock.,"
spam,"Call now to claim your £2000 prize! Call 08712223344. Charges may apply.,"
spam,"You’ve been selected to receive a £250 gift card! Call 09052223333 to claim.,"
spam,"Congratulations, you’ve won a free holiday! Call 09051122334 to book.,"
spam,"Final notice: Your subscription has expired. Call 08712223344 to renew.,"
ham,"Get a £1000 gift card now! Call 09054423333 to claim your prize.,"
spam,"You’ve been chosen for a special prize! Call 08713322111 to confirm.,"
spam,"Call 08717778888 now to claim your £500 cash prize!,"
spam,"You’ve been selected to receive a FREE mobile phone! Call 08712223344 to claim.,"
spam,"Urgent: Your credit card has been flagged. Call 09052223334 to verify.,"
spam,"Congratulations! You’ve won an all-expenses-paid trip. Call 08714422111 to claim.,"
spam,"Exclusive offer: Get free Bluetooth headphones when you upgrade your phone! Call 08000839402.,"
spam,"Special offer! Call now to get 6 months of free data. Call 08000447777 to claim.,"
spam,"You have 5 unread messages. Call 08712223344 to read them.,"
spam,"Your account is under review. Call 08714443311 to verify your details.,"
spam,"Important! Your welfare payments are at risk. Call 08712223333 to confirm.,"
spam,"You’ve been selected for a £5000 shopping voucher! Call 09052223344 to claim.,"
spam,"Call now to claim your £1000 reward! Call 08712223333.,"
spam,"Urgent! Your mobile plan needs verification. Call 08712223344 now.,"
ham,"Congratulations! You’ve won an iPhone! Call 08717778888 to claim.,"
ham,"Final notice! Your account is about to be suspended. Call 08712223333 to reactivate.,"
spam,"Get a £2000 shopping voucher! Call 09051122334 to claim your reward.,"
spam,"You have 3 missed calls! Call 08713334444 to return them.,"
spam,"Call 09053322111 now to receive a £5000 prize! Charges apply.,"
ham,"Your subscription has been charged! Call 08712223333 to cancel.,"
spam,"Special offer! Call 08714443322 to claim your free smartphone.,"
spam,"Congratulations! You've been selected to receive a £1000 gift card. Call 09052223344 to claim.,"
spam,"Your package is on hold! Call 08717778888 to resolve the issue.,"
spam,"You’ve won a luxury holiday! Call 09053322111 now to book.,"
spam,"Important: Your bank account has been locked. Call 08712223333 for assistance.,"
spam,"Claim your £1000 prize now! Call 08714422111 to verify.,"
spam,"Congratulations! You’ve been selected for a £2000 shopping voucher. Call 09054423333 to claim.,"
spam,"Get a free upgrade and 6 months of double talk time! Call 08000889901 to claim.,"
spam,"Urgent: You’ve been selected to receive a prize worth £5000! Call 09053322111.,"
spam,"Your phone plan has been upgraded! Call 08717778888 to confirm.,"
spam,"You’ve won a free vacation! Call 09052223333 to claim your prize.,"
spam,"Congratulations! You’ve been selected to receive a £1000 cash prize. Call 08714443311.,"
spam,"Your account is under review. Call 08712223333 to verify your information.,"
spam,"Call now to get a £2000 gift card! Call 08712223344 to claim.,"
spam,"Special offer: Free Bluetooth headset with your next upgrade. Call 08000839402.,"
spam,"Important: Your payment is overdue! Call 08713334444 to settle now.,"
spam,"You’ve been selected to win a £1000 shopping spree! Call 09052223344.,"
spam,"Claim your free gift now! Call 09050023333 to get a £1000 shopping voucher.,"
spam,"Congratulations! You've won £5000! Call 08712223333 to claim.,"
spam,"Final notice! Your account is suspended. Call 08714422111 to reactivate.,"
spam,"Your benefits are under review! Call 08713322111 to verify your details.,"
spam,"Get a £2000 prize now! Call 09051122334 to claim.,"
spam,"Important! Your mobile account has been flagged. Call 08710022334 to resolve the issue.,"
spam,"Special offer: Call 08712223344 to get free talk time and text for 6 months.,"
spam,"Congratulations! You've won a free iPhone! Call 09052223333 to claim.,"
spam,"Claim your prize worth £5000 now! Call 08712223333.,"
spam,"Important! Your account is locked. Call 09050023333 to verify.,"
spam,"Call 08714443322 to claim your £1000 reward.,"
spam,"You’ve been selected to receive a £500 shopping voucher. Call 09053322111 to claim.,"
spam,"Call 09052223333 now to claim your £1000 cash prize.,"
spam,"You've won a free holiday! Call 08713322111 to book your trip.,"
spam,"Get a £1000 voucher! Call 09050023334 to claim.,"
spam,"Special offer: Call 08000839402 to get 6 months of free data.,"
spam,"Your account has been flagged. Call 08712223344 to resolve the issue.,"
spam,"Call 09052223334 now to claim your £2000 prize.,"
spam,"Urgent! Your bank account is compromised. Call 08712223333 to secure it.,"
spam,"Congratulations! You’ve won a £1000 shopping voucher. Call 08712223333 to claim.,"
spam,"Important: Your account is suspended. Call 09050023334 to reactivate.,"
spam,"You’ve won a £500 gift card! Call 08714443333 to claim.,"
spam,"Claim your prize now! Call 09052223333 to collect your £2000 gift voucher.,"
spam,"Final notice: Your account has been deactivated. Call 08712223344 to restore.,"
spam,"You’ve been selected for a £2000 reward! Call 09053322111 to claim.,"
spam,"Congratulations! You've won a luxury holiday worth £5000. Call 08712223333 to book.,"
spam,"Get a free Bluetooth headset with your next phone upgrade! Call 08000889901.,"
spam,"You’ve been selected to win a £1000 shopping voucher! Call 09050023334 to claim.,"
spam,"Urgent! Your mobile subscription needs verification. Call 08714422111 now.,"
spam,"You’ve won £5000! Call 08712223333 to claim your prize.,"
spam,"Get a £2000 cash reward! Call 09051122334 to claim.,"
spam,"Call 08714422111 now to claim your £1000 gift card.,"
spam,"You’ve been selected for a £500 shopping voucher. Call 08712223333 to claim.,"
spam,"Final notice: Your account is at risk. Call 08717778888 to resolve.,"
spam,"You’ve won a free mobile phone! Call 09052223333 to claim.,"
spam,"Important! Your subscription is about to expire. Call 08712223333 to renew.,"
spam,"Congratulations! You’ve won a £1000 shopping spree. Call 09052223344 to claim.,"
spam,"You have 3 unread messages! Call 08714422111 to read them.,"
spam,"Get double data for 6 months free! Call 08000889901 to activate.,"
spam,"Your account has been suspended. Call 08714422111 to reactivate.,"
spam,"Urgent: You have been selected for a £2000 reward! Call 09050023334.,"
spam,Congratulations! You’ve been selected to receive a £5000 prize. Call 08710022334 to claim.
spam,"You've won a £500 voucher! Call 09052223344 to claim now.,"
spam,"Urgent: Your benefits are at risk. Call 08712223333 for more information.,"
spam,"Congratulations! You’ve been selected for a £1000 shopping spree. Call 09053322111 to claim.,"
spam,"Final notice: Your mobile account is locked. Call 08712223333 to unlock.,"
spam,"Congratulations! You’ve won a luxury vacation. Call 09052223333 to book.,"
spam,"Get a £5000 cash reward! Call 09050023333 to claim your prize.,"
spam,"Important! Your mobile account has been compromised. Call 08714422111 to secure it.,"
spam,"Call 08712223344 now to claim your £2000 prize.,"
spam,"Get a free upgrade to double data! Call 08000839402 to activate.,"
spam,"Call 09052223334 to claim your £1000 reward!,"
spam,"You’ve been selected for a £5000 prize! Call 08713322111 to confirm.,"
spam,"Special offer: Get 6 months of free minutes and texts. Call 08000839402.,"
spam,"Congratulations! You’ve won a new iPhone! Call 09050023333 to claim.,"
spam,"Important! You need to verify your account. Call 08717778888 for assistance.,"
spam,"Claim your £1000 prize now! Call 08712223344 to verify.,"
spam,"Get a £250 gift card now! Call 08713322111 to claim.,"
spam,"You’ve won a £2000 voucher! Call 09053322111 to claim.,"
spam,"Important: Your account is under review. Call 08714422111 to verify your details.,"
spam,"Call 09050023334 now to claim your prize worth £5000.,"
spam,"Exclusive offer: Get free talk time for 6 months! Call 08000889901 to claim.,"
spam,"Your account is under review. Call 08712223333 to resolve the issue.,"
spam,"Urgent: Your welfare payments are in jeopardy. Call 09051122334 to verify.,"
spam,"Call now to claim your £1000 reward! Call 08717778888.,"
spam,"Your free vacation is waiting! Call 09052223333 to book.,"
spam,"You have 2 unread voicemail messages! Call 08712223344 to listen.,"
spam,"Congratulations! You’ve won a £5000 prize! Call 08714443333 to claim.,"
spam,"Special prize for you! Call 09050023334 to claim your £250 voucher.,"
spam,"You’ve been selected for a free £1000 gift card! Call 08714443322 to claim.,"
spam,"Get a £500 reward! Call 08712223333 to claim your prize.,"
spam,"Your account is locked. Call 08714422111 to unlock it immediately.,"
spam,"Final notice: Your mobile account is about to be suspended. Call 08712223333 to confirm.,"
spam,"Important: Your identity needs to be verified. Call 08710022334 for assistance.,"
spam,"Urgent: Your account has been compromised. Call 09052223334 to verify.,"
spam,"You’ve won a free iPhone! Call 08712223333 to claim your prize.,"
spam,"Call now to claim your £1000 reward! Call 08713334444 to verify.,"
spam,"Congratulations! You’ve won a £250 gift card! Call 09053322111 to claim.,"
spam,"Special offer: Get double your data for free! Call 08000860012.,"
spam,"Get a £2000 shopping voucher now! Call 09052223334 to claim.,"
spam,"Final notice! Your account has been flagged. Call 08712223333 to resolve the issue.,"
spam,"Urgent: Your bank account is locked. Call 09050023333 for assistance.,"
spam,"You’ve won a free holiday! Call 08712223333 to claim.,"
spam,"Get free data for 6 months! Call 08000889901 to activate.,"
spam,"You’ve been selected to receive a £1000 reward! Call 09052223333 now.,"
spam,"Congratulations! You’ve won a £2000 shopping spree. Call 08714422111 to claim.,"
spam,"Final notice: Your benefits are at risk. Call 08712223333 for verification.,"
spam,"Claim your £5000 cash prize now! Call 08710022333 to collect.,"
spam,"You’ve been selected for a £1000 gift card! Call 09052223333 to claim.,"
spam,"Call now to claim your £2000 reward! Call 08712223333.,"
spam,"Your account has been flagged for suspicious activity. Call 09052223334 for support.,"
spam,"Important: Your welfare payments are under review. Call 08712223333 to confirm.,"
spam,"Special offer: Get a free mobile phone with your next upgrade! Call 08000839402.,"
spam,"Your account is under review. Call 08710022334 to resolve.,"
spam,"You’ve won a free trip! Call 09053322111 to book now.,"
spam,"Urgent: Your benefits are under review. Call 08712223333 to verify.,"
spam,"Get free talk time for 6 months! Call 08000889901 to claim.,"
spam,"Important: Your bank account needs verification. Call 08710022333 to confirm.,"
spam,"You’ve been selected for a £1000 prize! Call 08714422111 to claim.,"
spam,"Call 08712223333 now to claim your £5000 reward.,"
spam,"Final notice: Your account is under review. Call 09050023334 for assistance.,"
spam,"You’ve been selected for a £250 reward! Call 08713322111 to claim.,"
spam,"Congratulations! You’ve won a £5000 shopping spree. Call 08717778888 to claim.,"
spam,"Urgent: Your account has been flagged for suspicious activity. Call 09050023333.,"
spam,"Special offer! Get a £1000 voucher with your next upgrade. Call 08712223333.,"
spam,"Get a £2000 gift card now! Call 08712223333 to claim.,"
